,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Cluster #
4426,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,2.0,0.0,2.0,0.0,8.0,1.0,1.0,10.0
4427,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,3.0,0.0,5.000000000000001,0.0,4.0,4.0,2.0,2.0
4428,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,8.0,4.0,8.0,3.0,4.0,9.0,6.0,3.0
4429,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,0.0,2.0,6.0,0.0,4.0,0.0,6.999999999999999,2.0
4430,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,4.0,9.0,6.0,8.0,4.0,5.000000000000001,4.0,7.0
4431,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,6.0,9.0,4.0,8.0,8.0,6.999999999999999,4.0,3.0
4432,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,3.0,5.000000000000001,9.0,9.0,2.0,6.0,8.0,1.0
4433,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,9.0,3.0,2.0,4.0,0.0,2.0,9.0,10.0
4434,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,6.999999999999999,2.0,6.999999999999999,2.0,1.0,0.0,2.0,10.0
4435,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,9.0,3.0,8.0,1.0,5.000000000000001,3.0,1.0,2.0
4436,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,1.0,6.0,8.0,5.000000000000001,4.0,2.0,1.0,1.0
4437,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,1.0,2.0,5.000000000000001,6.0,4.0,4.0,6.0,10.0
4438,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,2.0,1.0,4.0,6.0,5.000000000000001,9.0,8.0,0.0
4439,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,1.0,8.0,2.0,2.0,2.0,4.0,8.0,1.0
4440,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,6.0,6.999999999999999,2.0,4.0,8.0,1.0,8.0,0.0
4441,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,2.0,1.0,8.0,8.0,3.0,6.0,1.0,10.0
4442,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,3.0,9.0,6.0,0.0,0.0,9.0,6.999999999999999,2.0
4443,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,8.0,1.0,6.0,0.0,1.0,3.0,3.0,3.0
4444,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,6.999999999999999,9.0,0.0,0.0,6.999999999999999,3.0,1.0,2.0
4445,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,2.0,1.0,3.0,4.0,4.0,3.0,5.000000000000001,7.0
4446,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,1.0,6.0,3.0,3.0,2.0,6.0,9.0,3.0
4447,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,5.000000000000001,9.0,4.0,8.0,0.0,9.0,0.0,1.0
4448,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,6.0,9.0,2.0,2.0,9.0,1.0,6.0,10.0
4449,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,3.0,2.0,1.0,6.999999999999999,9.0,4.0,1.0,10.0
4450,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,4.0,4.0,5.000000000000001,3.0,2.0,9.0,1.0,2.0
4451,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,8.0,4.0,4.0,1.0,3.0,4.0,6.0,1.0
4452,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,3.0,6.0,0.0,4.0,6.999999999999999,1.0,6.999999999999999,10.0
4453,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,1.0,1.0,6.0,8.0,4.0,8.0,0.0,0.0
4454,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,6.999999999999999,2.0,4.0,9.0,9.0,5.000000000000001,1.0,1.0
4455,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,6.0,6.999999999999999,8.0,1.0,6.0,2.0,6.0,0.0
4456,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,9.0,3.0,0.0,0.0,2.0,3.0,3.0,10.0
4457,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,3.0,5.000000000000001,2.0,4.0,6.0,5.000000000000001,3.0,2.0
4458,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,8.0,2.0,0.0,8.0,6.0,8.0,1.0,3.0
4459,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,6.0,5.000000000000001,9.0,3.0,9.0,6.999999999999999,9.0,2.0
4460,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,8.0,1.0,8.0,9.0,6.999999999999999,2.0,6.999999999999999,7.0
4461,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,2.0,0.0,6.999999999999999,5.000000000000001,3.0,5.000000000000001,6.0,3.0
4462,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,1.0,4.0,6.999999999999999,6.0,1.0,0.0,4.0,1.0
4463,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,3.0,4.0,6.999999999999999,4.0,8.0,9.0,1.0,10.0
4464,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,3.0,9.0,1.0,0.0,2.0,1.0,3.0,10.0
4465,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,6.0,0.0,1.0,8.0,3.0,0.0,3.0,2.0
4466,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,3.0,8.0,6.999999999999999,6.999999999999999,8.0,4.0,1.0,1.0
4467,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,9.0,3.0,1.0,3.0,2.0,1.0,6.0,10.0
4468,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,5.000000000000001,6.0,1.0,0.0,5.000000000000001,0.0,4.0,0.0
4469,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,2.0,3.0,8.0,0.0,3.0,4.0,6.0,1.0
4470,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,3.0,4.0,6.0,6.0,6.999999999999999,4.0,5.000000000000001,0.0
4471,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,4.0,6.0,1.0,1.0,4.0,6.999999999999999,2.0,10.0
4472,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,3.0,9.0,6.0,8.0,1.0,5.000000000000001,8.0,2.0
4473,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,6.0,8.0,6.0,6.999999999999999,3.0,0.0,3.0,3.0
4474,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,1.0,4.0,1.0,8.0,6.999999999999999,1.0,5.000000000000001,2.0
4475,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,2.0,3.0,3.0,1.0,3.0,1.0,5.000000000000001,7.0
4476,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,3.0,1.0,6.0,6.0,6.999999999999999,8.0,3.0,3.0
4477,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,9.0,6.999999999999999,8.0,6.0,0.0,8.0,5.000000000000001,1.0
4478,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,6.999999999999999,6.0,6.999999999999999,1.0,6.999999999999999,5.000000000000001,4.0,10.0
4479,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,8.0,5.000000000000001,1.0,6.0,8.0,1.0,2.0,10.0
4480,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,5.000000000000001,4.0,0.0,2.0,6.999999999999999,6.999999999999999,8.0,2.0
4481,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,6.0,6.999999999999999,6.0,6.0,6.0,1.0,2.0,1.0
4482,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,2.0,8.0,1.0,5.000000000000001,2.0,1.0,2.0,10.0
4483,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,6.0,0.0,6.0,2.0,0.0,8.0,2.0,0.0
4484,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,4.0,0.0,6.0,6.999999999999999,6.0,3.0,1.0,1.0
4485,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,4.0,0.0,3.0,2.0,9.0,0.0,1.0,0.0
4486,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,2.0,3.0,5.000000000000001,6.999999999999999,6.0,5.000000000000001,6.999999999999999,10.0
4487,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,1.0,6.999999999999999,5.000000000000001,9.0,4.0,6.0,6.999999999999999,2.0
4488,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,6.0,4.0,5.000000000000001,4.0,6.999999999999999,3.0,9.0,3.0
4489,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,0.0,9.0,0.0,3.0,4.0,4.0,2.0,2.0
4490,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,6.999999999999999,0.0,0.0,4.0,8.0,0.0,2.0,7.0
4491,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,2.0,1.0,6.999999999999999,6.999999999999999,1.0,6.999999999999999,0.0,3.0
4492,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,6.999999999999999,9.0,2.0,8.0,1.0,9.0,5.000000000000001,1.0
4493,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,0.0,3.0,5.000000000000001,1.0,1.0,5.000000000000001,0.0,10.0
4494,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,1.0,8.0,9.0,1.0,2.0,9.0,8.0,10.0
4495,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,8.0,9.0,3.0,0.0,6.999999999999999,4.0,3.0,2.0
4496,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,6.0,8.0,2.0,4.0,0.0,6.0,3.0,1.0
4497,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,1.0,3.0,4.0,6.999999999999999,9.0,5.000000000000001,6.0,10.0
4498,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,4.0,0.0,0.0,4.0,9.0,9.0,4.0,0.0
4499,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,6.999999999999999,6.0,2.0,5.000000000000001,6.0,2.0,9.0,1.0
4500,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,0.0,9.0,6.0,8.0,3.0,8.0,2.0,0.0
4501,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,9.0,6.0,6.999999999999999,6.999999999999999,5.000000000000001,5.000000000000001,9.0,10.0
4502,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,0.0,8.0,1.0,6.0,6.0,6.999999999999999,3.0,2.0
4503,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,2.0,0.0,0.0,5.000000000000001,6.0,6.999999999999999,6.999999999999999,3.0
4504,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,3.0,4.0,3.0,3.0,6.0,1.0,8.0,2.0
4505,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,6.999999999999999,6.0,9.0,2.0,1.0,2.0,5.000000000000001,7.0
4506,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,5.000000000000001,5.000000000000001,4.0,4.0,2.0,4.0,9.0,3.0
4507,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,1.0,8.0,0.0,4.0,3.0,6.999999999999999,5.000000000000001,1.0
4508,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,0.0,5.000000000000001,2.0,0.0,0.0,9.0,0.0,10.0
4509,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,3.0,1.0,8.0,0.0,6.999999999999999,4.0,4.0,10.0
4510,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,0.0,2.0,2.0,6.0,8.0,6.0,5.000000000000001,2.0
4511,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,0.0,6.0,0.0,2.0,8.0,5.000000000000001,6.999999999999999,1.0
4512,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,1.0,6.999999999999999,2.0,3.0,6.999999999999999,6.0,6.999999999999999,10.0
4513,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,6.999999999999999,5.000000000000001,3.0,9.0,4.0,5.000000000000001,1.0,0.0
4514,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,0.0,5.000000000000001,0.0,2.0,3.0,1.0,8.0,1.0
4515,Alcohol specialist. Certified tv maven. Travel buff. Gamer. Pop culture fan. Internet aficionado. Baconaholic. Food expert. Beer lover.,2.0,5.000000000000001,1.0,8.0,8.0,6.999999999999999,3.0,0.0
4516,Avid twitter specialist. Amateur introvert. Beer enthusiast. Evil coffee practitioner. Web fanatic. Lifelong explorer.,6.999999999999999,6.999999999999999,8.0,0.0,3.0,0.0,8.0,10.0
4517,Extreme social media nerd. Amateur internet junkie. Troublemaker. Pop culture aficionado. Hipster-friendly analyst.,8.0,2.0,5.000000000000001,5.000000000000001,4.0,0.0,4.0,2.0
4518,Social media ninja. Friend of animals everywhere. Zombie aficionado. Freelance web trailblazer.,5.000000000000001,9.0,4.0,3.0,3.0,9.0,9.0,3.0
4519,Professional web buff. Beer scholar. Music advocate. Gamer. Evil problem solver. Social media fan. Food specialist. Extreme pop culture practitioner.,1.0,0.0,6.999999999999999,0.0,4.0,6.0,1.0,2.0
4520,Unable to type with boxing gloves on. Amateur alcohol expert. Beer lover. Social media ninja.,6.999999999999999,5.000000000000001,2.0,5.000000000000001,5.000000000000001,3.0,5.000000000000001,7.0
4521,Twitter geek. Total social media maven. Prone to fits of apathy. Music advocate. Evil beer fan.,6.999999999999999,0.0,8.0,6.0,0.0,0.0,6.999999999999999,3.0
4522,Reader. Explorer. Troublemaker. Passionate twitter maven. General problem solver. Lifelong thinker. Alcohol fanatic.,4.0,3.0,1.0,0.0,1.0,6.999999999999999,5.000000000000001,1.0
4523,Friendly coffee enthusiast. Zombie fanatic. Extreme internetaholic. Incurable music ninja. Twitter advocate.,5.000000000000001,2.0,2.0,6.0,4.0,6.999999999999999,3.0,10.0
4524,Extreme tv fanatic. Music practitioner. Gamer. Zombie specialist. Webaholic. Alcohol trailblazer.,2.0,2.0,6.999999999999999,3.0,1.0,6.999999999999999,6.0,10.0
4525,Professional pop culture geek. Amateur travel enthusiast. Hipster-friendly social media nerd. Coffee trailblazer.,6.0,0.0,1.0,0.0,6.999999999999999,0.0,6.0,2.0
4526,Food advocate. Lifelong thinker. Webaholic. Creator. General music junkie. Wannabe internet maven.,8.0,3.0,4.0,5.000000000000001,5.000000000000001,9.0,9.0,1.0
4527,Music fanatic. Student. Web specialist. Unapologetic internet nerd. Coffee fan. Travel expert.,3.0,4.0,3.0,4.0,8.0,1.0,5.000000000000001,10.0
4528,Devoted pop culture fan. Evil alcohol maven. Beer aficionado. Bacon scholar. Food geek. Friendly creator. Organizer.,6.0,5.000000000000001,5.000000000000001,8.0,1.0,3.0,1.0,0.0
4529,Troublemaker. Music fan. Extreme food buff. Social mediaholic. General problem solver.,6.0,9.0,6.0,2.0,6.999999999999999,6.0,8.0,1.0
4530,Internet junkie. Incurable bacon geek. Creator. General music lover. Web fanatic. Writer. Coffee advocate. Avid foodaholic.,3.0,0.0,5.000000000000001,4.0,9.0,1.0,1.0,0.0
4531,Food nerd. Unapologetic creator. Evil entrepreneur. Reader. Hipster-friendly troublemaker. Pop culture geek. Tvaholic. Explorer.,9.0,2.0,9.0,5.000000000000001,8.0,6.0,6.0,0.0
4532,Evil alcohol scholar. Coffee trailblazer. Incurable travel geek. Passionate pop culture aficionado. Internet fan. Zombie ninja.,3.0,3.0,5.000000000000001,8.0,9.0,1.0,6.0,2.0
4533,Lifelong tv specialist. Avid pop culture fan. General twitter fanatic. Creator. Bacon nerd. Freelance music fanatic.,2.0,4.0,0.0,5.000000000000001,0.0,5.000000000000001,1.0,10.0
4534,Typical beer practitioner. Future teen idol. Unapologetic alcoholaholic. Music specialist. Food buff.,8.0,0.0,2.0,3.0,3.0,6.999999999999999,4.0,0.0
4535,Lifelong pop culture nerd. General troublemaker. Proud beer enthusiast. Bacon ninja.,5.000000000000001,2.0,8.0,9.0,6.0,9.0,8.0,2.0
4536,Coffee trailblazer. Tv aficionado. Total thinker. Web buff. Devoted bacon fan. Travel advocate.,1.0,9.0,5.000000000000001,9.0,9.0,5.000000000000001,8.0,5.0
4537,Total reader. Web ninja. Incurable analyst. Organizer. Alcohol specialist. Food junkie. Introvert.,5.000000000000001,5.000000000000001,9.0,5.000000000000001,4.0,6.0,6.0,5.0
4538,Evil zombie ninja. Extreme social media enthusiast. Coffee aficionado. Typical bacon scholar.,4.0,8.0,0.0,0.0,1.0,3.0,6.0,11.0
4539,Incurable internet nerd. Proud reader. Certified music lover. Twitter practitioner. Award-winning beer enthusiast.,1.0,9.0,5.000000000000001,6.0,8.0,6.999999999999999,6.999999999999999,9.0
4540,Friend of animals everywhere. Analyst. Amateur creator. Tv practitioner. Wannabe music scholar.,3.0,0.0,1.0,6.0,5.000000000000001,5.000000000000001,5.000000000000001,3.0
4541,Bacon practitioner. Professional internet geek. Incurable food fan. Gamer. Twitter trailblazer. Thinker. Tv evangelist.,4.0,4.0,3.0,3.0,4.0,0.0,3.0,4.0
